"","Property ID","Host ID","Listing Title","Property Type","Listing Type","Created Date","Last Scraped Date","Country","State","City","Zipcode","Neighborhood","Metropolitan Statistical Area","Average Daily Rate","Annual Revenue LTM","Occupancy Rate LTM","Number of Bookings LTM","Number of Reviews","Overall Rating","Bedrooms","Bathrooms","Max Guests","Calendar Last Updated","Response Rate","Response Time (min)","Superhost","Cancellation Policy","Security Deposit","Cleaning Fee","Extra People Fee","Published Nightly Rate","Published Monthly Rate","Published Weekly Rate","Check-in Time","Checkout Time","Minimum Stay","Count Reservation Days LTM","Count Available Days LTM","Count Blocked Days LTM","Number of Photos","Business Ready","Instantbook Enabled","Listing URL","Listing Main Image URL","Latitude","Longitude","price_norm","photo_room_ratio"
"9605",1555919,8282962,"East Village New Luxury Bldg - 1BR","Apartment","Entire home/apt",2013-08-19,2016-10-31,"United States","New York","New York",10009,"East Village","New York-Newark-Jersey City, NY-NJ-PA Metro Area",142.12,7106,0.98,6,12,4.9,1,1,2,2016-10-29,NA,NA,"False","Strict",200,65,25,315,7000,1000,"Anytime after 5PM","12AM (midnight)",2,50,1,162,19,"False","No","https://www.airbnb.com/rooms/1555919","https://a0.muscache.com/im/pictures/92963689/a6a3d31c_original.jpg",40.7282038935889,-73.9806727480965,-44.394671065106,9.5
"9654",14437093,4400586,"Sunny Alcove 1-bedroom with rooftop and backyard","Apartment","Entire home/apt",2016-08-08,2016-10-31,"United States","New York","New York",10009,"East Village","New York-Newark-Jersey City, NY-NJ-PA Metro Area",133.5,534,0.267,1,1,5,0,1,3,2016-10-28,85,289.22,"False","Flexible",NA,NA,NA,129,3612,903,"Anytime after 10AM",NA,4,4,11,46,9,"False","No","https://www.airbnb.com/rooms/14437093","https://a2.muscache.com/im/pictures/4d2eaf20-0cfb-4f43-b0c5-8b69aa836648.jpg",40.7239683764303,-73.9832886510137,46.4295176357791,9
"9834",15019438,94795700,"Cozy Private Home in East Village","Apartment","Entire home/apt",2016-09-13,2016-10-31,"United States","New York","New York",10009,"East Village","New York-Newark-Jersey City, NY-NJ-PA Metro Area",126.79,1521,0.522,2,2,4.5,0,1,2,2016-10-28,NA,1203.05,"False","Strict",300,85,30,204,3332,833,"3PM - 10PM","11AM",1,12,11,7,9,"False","Yes","https://www.airbnb.com/rooms/15019438","https://a2.muscache.com/im/pictures/122db940-5aa7-4891-b518-43dd2cc4d7ff.jpg",40.7297893193355,-73.9798891987419,23.9740737251137,9
"9839",13763512,40008334,"Classic Exposed Brick Apartment in East Village","Apartment","Private room",2016-06-29,2016-10-31,"United States","New York","New York",10009,"East Village","New York-Newark-Jersey City, NY-NJ-PA Metro Area",106.25,7650,0.837,24,29,4.7,1,1,2,2016-10-14,100,1.14,"False","Moderate",NA,25,10,145,3360,840,"Flexible","12PM (noon)",1,72,44,6,11,"False","Yes","https://www.airbnb.com/rooms/13763512","https://a2.muscache.com/im/pictures/65a80627-ce53-45f6-a609-d39686b1508a.jpg",40.7282017140335,-73.9800095334419,-59.5387052595892,5.5
"9840",13361084,75805100,"Historic East Village Flat","Apartment","Entire home/apt",2016-06-04,2016-10-31,"United States","New York","New York",10009,"East Village","New York-Newark-Jersey City, NY-NJ-PA Metro Area",135,270,0.08,1,3,4.5,1,1,2,2016-10-26,50,1440,"False","Strict",NA,50,10,175,3500,875,"Anytime after 12PM (noon)","2PM",12,2,60,60,14,"False","No","https://www.airbnb.com/rooms/13361084","https://a2.muscache.com/im/pictures/e1167bf4-c937-46d3-b91f-2bea44ab18a7.jpg",40.7219635141485,-73.9820280830486,-43.4207936790756,7
"9886",4759145,24556861,"Private Bedroom in Prime Location","Apartment","Private room",2014-11-17,2016-10-31,"United States","New York","New York",10009,"East Village","New York-Newark-Jersey City, NY-NJ-PA Metro Area",129.17,1550,0.522,3,3,5,1,1,2,2016-10-19,60,702.83,"False","Flexible",NA,30,100,135,2037,577,NA,NA,1,12,160,194,9,"False","No","https://www.airbnb.com/rooms/4759145","https://a0.muscache.com/im/pictures/81560268/3d12644f_original.jpg",40.7230513579814,-73.9827576313181,-25.41147238238,4.5
"9890",13292740,75014991,"Large 1BR Apartment in LES with Spacious Balcony","Apartment","Entire home/apt",2016-06-01,2016-10-31,"United States","New York","New York",10009,"East Village","New York-Newark-Jersey City, NY-NJ-PA Metro Area",459.5,9190,0.541,3,0,NA,1,1,2,2016-10-14,NA,NA,"False","Flexible",1000,70,NA,370,8400,2100,NA,NA,1,20,26,76,15,"False","No","https://www.airbnb.com/rooms/13292740","https://a2.muscache.com/im/pictures/9ef6c0ac-72a1-4960-bcdd-866b24fb65b5.jpg",40.7230930041532,-73.9879557268465,295.205874754383,7.5
"10061",6865662,29480685,"Spacious & Lux East Village apt","Apartment","Entire home/apt",2015-06-14,2016-10-31,"United States","New York","New York",10009,"East Village","New York-Newark-Jersey City, NY-NJ-PA Metro Area",253.74,25120,0.572,12,8,4.7,2,1,4,2016-09-20,66,1440,"False","Strict",200,100,200,340,6720,1680,"1PM - 3PM","1PM",2,99,116,151,13,"False","No","https://www.airbnb.com/rooms/6865662","https://a2.muscache.com/im/pictures/7892bc56-f6a1-4a86-8a37-75a0e171580e.jpg",40.7214767926908,-73.9823540548665,9.42699177997116,4.33333333333333
"10124",2764516,2208993,"East Village Manhattan NYC Bedroom!","Apartment","Private room",2014-04-09,2016-10-31,"United States","New York","New York",10009,"East Village","New York-Newark-Jersey City, NY-NJ-PA Metro Area",147.05,9411,0.444,9,18,4.8,1,1,1,2016-10-31,100,2.06,"True","Strict",125,90,NA,195,3025,990,"Anytime after 3PM","11AM",3,64,178,124,29,"False","No","https://www.airbnb.com/rooms/2764516","https://a1.muscache.com/im/pictures/71106285/c5de2bac_original.jpg",40.7227817465425,-73.9849732496142,-55.6524258371665,14.5
"10132",4046281,20979850,"NEW - Spacious and Sunny Private BR!","Apartment","Private room",2014-09-03,2016-10-31,"United States","New York","New York",10009,"East Village","New York-Newark-Jersey City, NY-NJ-PA Metro Area",99,3564,0.667,8,10,4.8,1,1,2,2016-10-23,93,626.24,"False","Flexible",NA,NA,NA,99,2772,693,NA,NA,1,36,18,7,9,"False","No","https://www.airbnb.com/rooms/4046281","https://a2.muscache.com/im/pictures/a520dfbc-15eb-4790-ae93-79cf070c4e11.jpg",40.7208695861578,-73.9795170606664,-55.58147238238,4.5
"10137",2818530,3067970,"Private Studio in East Village, NYC","Apartment","Entire home/apt",2014-04-16,2016-10-31,"United States","New York","New York",10009,"East Village","New York-Newark-Jersey City, NY-NJ-PA Metro Area",109.59,5370,0.671,6,28,4.7,1,1,2,2016-08-04,100,385.23,"False","Strict",NA,30,30,140,2900,800,NA,NA,5,49,44,242,25,"False","No","https://www.airbnb.com/rooms/2818530","https://a1.muscache.com/im/pictures/55672808/2ff01452_original.jpg",40.7234072991882,-73.9798778013178,-86.6373239283423,12.5
"10279",4725949,24407406,"Cozy2 bedrooms","Apartment","Entire home/apt",2014-11-13,2016-10-31,"United States","New York","New York",10009,"East Village","New York-Newark-Jersey City, NY-NJ-PA Metro Area",192.33,5770,0.341,7,11,4.1,1,1,6,2016-10-31,89,284.85,"False","Strict",NA,100,NA,299,5572,1393,NA,NA,30,30,223,113,18,"False","Yes","https://www.airbnb.com/rooms/4725949","https://a2.muscache.com/im/pictures/59542057/25dc2edd_original.jpg",40.7265404825845,-73.9823165792577,7.43410441210013,9
"10321",3600961,18142696,"Charming 1 Bed in Trendy Location!","Apartment","Entire home/apt",2014-07-14,2016-10-31,"United States","New York","New York",10009,"East Village","New York-Newark-Jersey City, NY-NJ-PA Metro Area",173,865,0.167,1,5,4.6,1,1,4,2016-07-04,100,303.61,"False","Strict",150,65,50,225,4480,1120,NA,NA,2,5,129,232,8,"False","No","https://www.airbnb.com/rooms/3600961","https://a2.muscache.com/im/pictures/45368413/dee29e60_original.jpg",40.7297397619723,-73.9837167748578,4.29185918416057,4
"10449",11227400,1335591,"Large 1 Bedroom Apt in East Village","Apartment","Entire home/apt",2016-02-11,2016-10-31,"United States","New York","New York",10009,"East Village","New York-Newark-Jersey City, NY-NJ-PA Metro Area",122.43,18610,0.95,24,15,4.8,1,1,2,2016-10-28,100,16.82,"False","Strict",200,30,35,230,5600,1400,"Anytime after 2PM","12PM (noon)",2,152,50,72,28,"False","No","https://www.airbnb.com/rooms/11227400","https://a2.muscache.com/im/pictures/1f20f466-688f-4317-b906-bf2de6af33db.jpg",40.7231073573983,-73.9811270951637,-78.6536503599603,14
"10452",1321154,3316980,"NYC Sky Palace ;P - Nice & Private!","Apartment","Private room",2013-06-28,2016-10-31,"United States","New York","New York",10009,"East Village","New York-Newark-Jersey City, NY-NJ-PA Metro Area",319,638,0.067,1,22,4.5,1,1,10,2016-10-30,64,1440,"False","Strict",500,200,49,289,3200,850,NA,NA,1,2,28,0,86,"False","No","https://www.airbnb.com/rooms/1321154","https://a0.muscache.com/im/pictures/31044058/454ce515_original.jpg",40.7275326992089,-73.9852250189635,24.0273719620888,43
"10565",13152810,29394739,"East Village Oasis","Apartment","Private room",2016-05-22,2016-10-31,"United States","New York","New York",10009,"East Village","New York-Newark-Jersey City, NY-NJ-PA Metro Area",155.78,3116,0.667,3,7,5,1,1,2,2016-10-11,92,43.6,"False","Flexible",200,40,NA,175,3780,945,"Anytime after 2PM","12PM (noon)",2,20,96,6,15,"False","No","https://www.airbnb.com/rooms/13152810","https://a2.muscache.com/im/pictures/afe87967-de8f-4422-8f8d-06ab4c044807.jpg",40.7250908224063,-73.9864846010319,-8.51412524561627,7.5
"10599",15021302,94814508,"Comfy studio in East Village","Apartment","Entire home/apt",2016-09-13,2016-10-31,"United States","New York","New York",10009,"East Village","New York-Newark-Jersey City, NY-NJ-PA Metro Area",135,675,0.312,2,2,5,0,1,2,2016-10-27,NA,1440,"False","Strict",300,85,30,194,3052,763,"3PM - 11PM",NA,30,5,11,14,17,"False","Yes","https://www.airbnb.com/rooms/15021302","https://a2.muscache.com/im/pictures/f7c54734-0cfc-48bb-9e16-6059c26add59.jpg",40.7283462998,-73.9790024255589,19.2338699074653,17
"10753",10241021,52235318,"Large Luxury East Village Retreat!","Apartment","Private room",2015-12-28,2016-11-01,"United States","New York","New York",10009,"Stuyvesant Town","New York-Newark-Jersey City, NY-NJ-PA Metro Area",128.11,21651,0.738,48,23,4.8,1,1,2,2016-10-29,100,57.12,"True","Strict",200,50,NA,160,3080,770,NA,NA,1,169,101,35,22,"False","No","https://www.airbnb.com/rooms/10241021","https://a2.muscache.com/im/pictures/261a2e81-0e06-4f94-bb6e-c03f0b966dae.jpg",40.7328795791829,-73.97680110419,-41.114692451222,11
"10814",14319203,41259,"East Village Studio","Apartment","Private room",2016-08-01,2016-11-01,"United States","New York","New York",10009,"Stuyvesant Town","New York-Newark-Jersey City, NY-NJ-PA Metro Area",110.4,2208,0.769,2,2,5,1,1,2,2016-10-31,100,213.54,"False","Strict",150,69,8,169,2800,700,"Anytime after 3PM","11AM",14,20,26,15,9,"False","Yes","https://www.airbnb.com/rooms/14319203","https://a2.muscache.com/im/pictures/84595751-6afe-46d4-bed3-4ee93da4ba20.jpg",40.7332799545804,-73.9809449517574,-37.7806112475434,4.5
"10902",9614374,10826799,"Huge East Village 3BR/2BA Apartment","Apartment","Entire home/apt",2015-11-22,2016-10-31,"United States","New York","New York",10009,"East Village","New York-Newark-Jersey City, NY-NJ-PA Metro Area",981.25,3925,0.129,1,0,NA,3,2,7,2015-12-04,NA,NA,"False","Moderate",750,100,NA,975,24500,6125,NA,NA,2,4,331,0,9,"False","No","https://www.airbnb.com/rooms/9614374","https://a2.muscache.com/im/pictures/c159f03c-625c-4a9d-ba6e-7225c91813a9.jpg",40.726789852628,-73.9794318821929,619.906136506919,1.8
"10981",3162765,16041817,"Private Room in East Village Apt!","Apartment","Private room",2014-05-27,2016-10-31,"United States","New York","New York",10009,"East Village","New York-Newark-Jersey City, NY-NJ-PA Metro Area",79,2528,0.348,7,46,4.8,1,1,1,2014-09-02,81,360.02,"False","Strict",150,NA,NA,79,1900,450,NA,NA,3,32,151,0,25,"False","No","https://www.airbnb.com/rooms/3162765","https://a1.muscache.com/im/pictures/47960262/f518942d_original.jpg",40.7211687647235,-73.9778241545915,-117.227323928342,12.5
"11001",144148,299755,"1 Bdrm in 4 Bdrm dupelx/roof deck","Apartment","Private room",2011-06-13,2016-10-31,"United States","New York","New York",10009,"East Village","New York-Newark-Jersey City, NY-NJ-PA Metro Area",99.63,8767,0.772,19,34,4.5,1,1,2,2016-08-13,NA,4.28,"False","Flexible",NA,15,NA,111,2688,672,NA,NA,1,88,26,252,10,"False","No","https://www.airbnb.com/rooms/144148","https://a0.muscache.com/im/pictures/910098/526b93da_original.jpg",40.7221694821578,-73.9841925652118,-56.570247859586,5
"11133",2209384,2840837,"Quiet, Comfortable, Convenient","Apartment","Entire home/apt",2014-01-11,2016-10-31,"United States","New York","New York",10009,"East Village","New York-Newark-Jersey City, NY-NJ-PA Metro Area",100.21,6213,0.549,8,22,4.3,1,1,2,2016-07-25,NA,NA,NA,"Flexible",NA,NA,NA,98,2744,686,NA,NA,1,62,176,68,3,"False","No","https://www.airbnb.com/rooms/2209384","https://a0.muscache.com/im/pictures/30253313/ebcc7ca7_original.jpg",40.7276790981341,-73.9843903553212,-44.6588195191437,1.5
"12064",7128982,15533858,"Spacious Condo in East Village","Condominium","Entire home/apt",2015-07-01,2016-11-01,"United States","New York","New York",10009,"East Village","New York-Newark-Jersey City, NY-NJ-PA Metro Area",159.12,1273,0.444,4,8,4.2,1,1,2,2015-11-17,NA,NA,NA,"Strict",100,NA,30,150,4200,1050,"Anytime after 9AM","7PM",2,8,10,226,10,"False","No","https://www.airbnb.com/rooms/7128982","https://a0.muscache.com/im/pictures/90467533/01eb8df3_original.jpg",40.7278916408721,-73.9762935529941,-12.8256917702515,5
"12305",10847022,52235318,"Large 2BR Modern Luxury Apt in East Village!","Apartment","Entire home/apt",2016-01-24,2016-11-01,"United States","New York","New York",10009,"Stuyvesant Town","New York-Newark-Jersey City, NY-NJ-PA Metro Area",235.69,6835,0.592,7,4,5,2,1,4,2016-10-17,100,57.12,"True","Strict",200,50,35,270,6160,1540,NA,NA,1,29,22,223,32,"False","No","https://www.airbnb.com/rooms/10847022","https://a2.muscache.com/im/pictures/ad507097-604b-4c4b-94da-f199a6a258fb.jpg",40.7332482474833,-73.9768046120783,-17.2334372414416,10.6666666666667
"12586",8865645,39835408,"East Village charming space with style","Apartment","Private room",2015-10-11,2016-11-01,"United States","New York","New York",10009,"East Village","New York-Newark-Jersey City, NY-NJ-PA Metro Area",90,1980,0.733,4,6,5,1,1,1,2016-10-31,NA,5.07,"False","Moderate",NA,NA,NA,85,1800,500,"Anytime after 12PM (noon)","11AM",3,22,8,0,9,"False","Yes","https://www.airbnb.com/rooms/8865645","https://a2.muscache.com/im/pictures/3292871a-7b49-4d14-8a43-8163fad88af0.jpg",40.7274848639824,-73.9852382305396,-72.5511543051771,4.5
"12666",4658793,1409296,"Beautiful, Super Sunny One-Bedroom","Apartment","Entire home/apt",2014-11-04,2016-11-01,"United States","New York","New York",10009,"East Village","New York-Newark-Jersey City, NY-NJ-PA Metro Area",290.59,9880,0.343,8,6,4.8,1,1,3,2016-10-24,NA,517.57,"False","Flexible",250,120,NA,310,5320,1330,NA,NA,1,34,277,55,10,"False","No","https://www.airbnb.com/rooms/4658793","https://a2.muscache.com/im/pictures/66304001/47accef8_original.jpg",40.7269287302955,-73.9834650541186,134.389752140414,5
"14062",3200930,15355838,"Quintessential NYC 2BR Apartment","Apartment","Entire home/apt",2014-06-01,2016-10-19,"United States","New York","New York",10009,"East Village","New York-Newark-Jersey City, NY-NJ-PA Metro Area",273.61,85366,0.894,69,67,4.5,2,1,4,2016-10-10,89,223.38,"False","Moderate",300,60,NA,325,7420,1855,"Anytime after 2PM","11AM",1,312,37,17,27,"True","Yes","https://www.airbnb.com/rooms/3200930","https://a2.muscache.com/im/pictures/be935899-77e5-4ca0-beef-837a2b65f7b8.jpg",40.7240654061748,-73.9813614284558,5.2765976102578,9
"14182",287338,3610085,"Large studio w/private entrance","Apartment","Private room",2011-12-11,2016-05-01,"United States","New York","New York",10009,"East Village","New York-Newark-Jersey City, NY-NJ-PA Metro Area",139.07,3894,0.519,5,6,4,1,1,2,2015-10-16,NA,NA,NA,"Strict",NA,45,45,119,3332,833,NA,NA,1,28,331,7,11,"False","No","https://www.airbnb.com/rooms/287338","https://a1.muscache.com/im/pictures/3145855/a50a27c1_original.jpg",40.7221586975132,-73.983865732176,-34.4944672474576,5.5
"14221",7106770,20352715,"Beautiful Studio on St. Marks","Apartment","Entire home/apt",2015-07-01,2015-09-01,"United States","New York","New York",10009,"East Village","New York-Newark-Jersey City, NY-NJ-PA Metro Area",165,2310,0.636,6,6,5,1,1,2,2015-09-01,NA,NA,"False","Flexible",NA,NA,NA,160,4749,1120,NA,"12:00 PM (noon)",1,14,107,62,25,"False","No","https://www.airbnb.com/rooms/7106770","https://a1.muscache.com/im/pictures/98539694/f3ad51e2_original.jpg",40.7276956559255,-73.9828804034495,-15.4818800176768,12.5
"14290",1821541,2208993,"Large 2BR apartment East Village","Apartment","Entire home/apt",2013-10-19,2016-10-22,"United States","New York","New York",10009,"East Village","New York-Newark-Jersey City, NY-NJ-PA Metro Area",435.62,25702,0.383,13,19,4.8,2,1,4,2016-10-22,100,2.06,"True","Strict",150,125,25,464,8300,2400,"Anytime after 3PM","11AM",3,59,101,206,7,"False","No","https://www.airbnb.com/rooms/1821541","https://a2.muscache.com/im/pictures/71104960/53d915a5_original.jpg",40.7221044169441,-73.9835552537792,201.019644643208,2.33333333333333
"14344",1629248,123097,"1BR Apt, Hip Area, Live like a NYer","Apartment","Entire home/apt",2013-09-05,2016-10-19,"United States","New York","New York",10009,"East Village","New York-Newark-Jersey City, NY-NJ-PA Metro Area",168.38,3536,0.583,10,10,4.7,1,1,2,2016-10-17,94,126.86,"False","Strict",100,20,10,245,6300,1575,"Anytime after 6AM","4PM",3,21,25,320,17,"False","No","https://www.airbnb.com/rooms/1629248","https://a0.muscache.com/im/pictures/90577156/96c1fcfe_original.jpg",40.7253261605571,-73.979520801214,-14.8971201106939,8.5
"14349",7342141,3300613,"Cozy Alphabet City Guest Room","Apartment","Private room",2015-07-12,2016-03-17,"United States","New York","New York",10009,"East Village","New York-Newark-Jersey City, NY-NJ-PA Metro Area",130.63,4572,0.333,10,7,4.8,1,1,1,2015-12-09,NA,NA,NA,"Flexible",NA,NA,NA,149,4172,1043,NA,NA,1,35,204,127,5,"False","No","https://www.airbnb.com/rooms/7342141","https://a2.muscache.com/im/pictures/ef27ab0d-5902-48da-a4d4-fbcd2ce1de5d.jpg",40.7233843272486,-73.975166723975,-17.4763704735558,2.5
"14350",888554,1348989,"CLEAN RETRO 1BR APT | EAST VILLAGE","Apartment","Entire home/apt",2013-01-14,2016-05-10,"United States","New York","New York",10009,"East Village","New York-Newark-Jersey City, NY-NJ-PA Metro Area",203.02,11775,0.935,12,55,4.9,1,1,2,2016-04-27,NA,NA,"True","Moderate",250,50,NA,225,6300,1575,NA,NA,2,58,12,296,21,"True","No","https://www.airbnb.com/rooms/888554","https://a2.muscache.com/im/pictures/14627320/8aef98d8_original.jpg",40.7226676250684,-73.9823536162244,11.9102404916532,10.5
"14354",5126856,21641864,"Charming 1 bedroom Art Deco apt","Apartment","Entire home/apt",2015-01-15,2015-11-09,"United States","New York","New York",10009,"East Village","New York-Newark-Jersey City, NY-NJ-PA Metro Area",208.09,7075,0.347,6,6,4.5,1,1,2,2015-11-04,100,25.27,"False","Strict",NA,80,NA,195,5460,1365,"2:00 PM","1:00 PM",3,34,154,25,12,"False","No","https://www.airbnb.com/rooms/5126856","https://a2.muscache.com/im/pictures/83267265/32759cfe_original.jpg",40.721809930624,-73.9812584511276,32.9067572753363,6
"14368",4431671,23007051,"Beautiful studio east village","Apartment","Entire home/apt",2014-10-04,2016-09-07,"United States","New York","New York",10009,"East Village","New York-Newark-Jersey City, NY-NJ-PA Metro Area",182.46,5109,0.444,6,9,4.8,0,1,2,2016-08-22,100,137.14,"False","Moderate",300,75,NA,250,3840,1176,NA,NA,1,28,137,201,20,"False","No","https://www.airbnb.com/rooms/4431671","https://a2.muscache.com/im/pictures/65284937/cf6742f9_original.jpg",40.722032127775,-73.9789249991862,69.6133054637154,20
